iter	Passed	Remaining
401	2757	4101
402	2763	4094
403	2770	4086
404	2776	4078
405	2782	4070
406	2788	4062
407	2794	4054
408	2800	4046
409	2806	4038
410	2812	4030
411	2819	4023
412	2825	4015
413	2832	4008
414	2839	4003
415	2852	4004
416	2857	3995
417	2863	3987
418	2870	3979
419	2875	3971
420	2881	3963
421	2888	3955
422	2893	3947
423	2900	3939
424	2906	3931
425	2911	3923
426	2917	3915
427	2922	3905
428	2926	3895
429	2931	3886
430	2936	3876
431	2940	3866
432	2945	3856
433	2949	3846
434	2954	3836
435	2958	3827
436	2963	3818
437	2968	3808
438	2972	3798
439	2976	3788
440	2982	3780
441	2986	3770
442	2990	3760
443	2996	3751
444	3000	3742
445	3004	3732
446	3009	3722
447	3013	3713
448	3018	3704
449	3022	3694
450	3027	3685
451	3032	3675
452	3036	3666
453	3041	3657
454	3045	3648
455	3050	3639
456	3054	3629
457	3059	3620
458	3063	3611
459	3068	3601
460	3072	3592
461	3077	3584
462	3082	3574
463	3087	3566
464	3093	3558
465	3098	3550
466	3103	3542
467	3108	3533
468	3113	3524
469	3117	3515
470	3122	3506
471	3126	3497
472	3131	3488
473	3135	3479
474	3139	3470
475	3144	3461
476	3149	3452
477	3153	3443
478	3158	3435
479	3163	3426
480	3167	3418
481	3173	3410
482	3179	3402
483	3184	3395
484	3190	3387
485	3196	3380
486	3205	3376
487	3212	3370
488	3217	3361
489	3223	3355
490	3229	3347
491	3233	3339
492	3244	3337
493	3251	3330
494	3260	3326
495	3266	3319
496	3274	3314
497	3280	3306
498	3287	3300
499	3294	3294
500	3325	3311
501	3332	3305
502	3342	3302
503	3349	3296
504	3359	3293
505	3367	3287
506	3385	3292
507	3408	3300
508	3412	3292
509	3418	3284
510	3425	3277
511	3431	3271
512	3448	3273
513	3455	3267
514	3465	3263
515	3472	3257
516	3479	3250
517	3486	3244
518	3497	3241
519	3512	3242
520	3533	3248
521	3555	3255
522	3658	3336
523	3693	3354
524	3811	3448
525	4219	3801
526	4356	3910
527	4394	3928
528	4419	3935
529	4432	3930
530	4469	3947
531	4484	3944
532	4553	3989
533	4673	4078
534	4790	4163
535	4859	4206
536	4882	4209
537	4934	4237
538	4943	4228
539	4951	4218
540	4959	4207
541	4972	4202
542	4989	4199
543	4999	4190
544	5005	4178
545	5017	4172
546	5037	4172
547	5046	4162
548	5056	4154
549	5061	4141
550	5068	4129
551	5074	4118
552	5080	4107
553	5093	4100
554	5103	4092
555	5109	4080
556	5123	4074
557	5134	4067
558	5139	4054
559	5143	4041
560	5154	4033
561	5163	4023
562	5170	4013
563	5175	4001
564	5185	3992
565	5190	3979
566	5205	3975
567	5212	3964
568	5218	3952
569	5233	3948
570	5239	3936
571	5250	3928
572	5254	3915
573	5266	3908
574	5270	3895
575	5276	3884
576	5288	3876
577	5298	3868
578	5303	3856
579	5310	3845
580	5314	3832
581	5319	3820
582	5325	3809
583	5330	3797
584	5335	3785
585	5342	3774
586	5353	3766
587	5360	3756
588	5365	3743
589	5370	3731
590	5380	3723
591	5384	3711
592	5392	3700
593	5396	3688
594	5401	3676
595	5407	3665
596	5419	3658
597	5427	3648
598	5432	3636
599	5441	3627
600	5447	3616
601	5452	3604
602	5459	3594
603	5464	3582
604	5469	3570
605	5477	3561
606	5490	3554
607	5495	3543
608	5500	3531
609	5510	3523
610	5520	3514
611	5527	3504
612	5533	3493
613	5549	3488
614	5557	3479
615	5564	3468
616	5577	3462
617	5589	3455
618	5596	3444
619	5603	3434
620	5614	3426
621	5621	3416
622	5626	3404
623	5630	3392
624	5641	3385
625	5646	3373
626	5653	3362
627	5658	3351
628	5663	3340
629	5670	3330
630	5683	3323
631	5692	3314
632	5699	3304
633	5705	3293
634	5710	3282
635	5717	3272
636	5722	3260
637	5727	3249
638	5734	3239
639	5745	3231
640	5755	3223
641	5760	3212
642	5766	3201
643	5772	3190
644	5777	3179
645	5783	3169
646	5788	3158
647	5793	3147
648	5801	3137
649	5810	3128
650	5820	3120
651	5825	3109
652	5832	3099
653	5836	3088
654	5841	3076
655	5848	3066
656	5853	3055
657	5857	3044
658	5869	3036
659	5876	3027
660	5881	3016
661	5886	3005
662	5896	2996
663	5901	2986
664	5907	2975
665	5913	2965
666	5917	2954
667	5923	2944
668	5935	2936
669	5942	2926
670	5946	2915
671	5951	2905
672	5961	2896
673	5966	2886
674	5975	2876
675	5981	2866
676	5986	2856
677	5993	2846
678	6004	2838
679	6014	2830
680	6019	2819
681	6025	2809
682	6030	2798
683	6034	2787
684	6041	2778
685	6047	2767
686	6051	2757
687	6061	2748
688	6067	2738
689	6077	2730
690	6082	2719
691	6088	2710
692	6093	2699
693	6097	2688
694	6104	2679
695	6109	2668
696	6114	2658
697	6121	2648
698	6131	2640
699	6142	2632
700	6147	2622
701	6154	2612
702	6158	2602
703	6164	2591
704	6170	2582
705	6175	2571
706	6180	2561
707	6195	2555
708	6203	2546
709	6210	2536
710	6223	2529
711	6228	2519
712	6236	2510
713	6241	2499
714	6245	2489
715	6252	2480
716	6262	2471
717	6273	2463
718	6277	2453
719	6284	2443
720	6288	2433
721	6293	2423
722	6300	2413
723	6305	2403
724	6309	2393
725	6317	2384
726	6322	2374
727	6328	2364
728	6333	2354
729	6339	2344
730	6344	2334
731	6357	2327
732	6366	2319
733	6375	2310
734	6382	2301
735	6394	2293
736	6401	2284
737	6406	2274
738	6418	2266
739	6424	2257
740	6433	2248
741	6438	2238
742	6444	2229
743	6456	2221
744	6463	2212
745	6469	2202
746	6474	2192
747	6485	2184
748	6493	2175
749	6502	2167
750	6509	2158
751	6522	2151
752	6531	2142
753	6537	2132
754	6550	2125
755	6557	2116
756	6564	2107
757	6570	2097
758	6585	2091
759	6596	2083
760	6601	2073
761	6607	2063
762	6612	2054
763	6617	2044
764	6623	2034
765	6629	2025
766	6633	2015
767	6639	2005
768	6652	1998
769	6660	1989
770	6664	1979
771	6669	1969
772	6681	1962
773	6686	1952
774	6692	1943
775	6697	1933
776	6704	1924
777	6715	1916
778	6722	1907
779	6727	1897
780	6732	1887
781	6742	1879
782	6747	1869
783	6755	1861
784	6762	1852
785	6769	1843
786	6781	1835
787	6788	1826
788	6793	1816
789	6797	1806
790	6808	1798
791	6812	1789
792	6820	1780
793	6825	1770
794	6830	1761
795	6836	1752
796	6847	1744
797	6857	1735
798	6862	1726
799	6868	1717
800	6873	1707
801	6877	1697
802	6883	1688
803	6888	1679
804	6894	1670
805	6903	1661
806	6917	1654
807	6923	1645
808	6933	1636
809	6939	1627
810	6944	1618
811	6951	1609
812	6956	1599
813	6960	1590
814	6968	1581
815	6977	1573
816	6987	1565
817	6991	1555
818	6998	1546
819	7002	1537
820	7007	1527
821	7015	1519
822	7020	1509
823	7028	1501
824	7040	1493
825	7047	1484
826	7051	1475
827	7057	1465
828	7067	1457
829	7072	1448
830	7080	1440
831	7085	1430
832	7090	1421
833	7098	1412
834	7105	1404
835	7116	1396
836	7121	1386
837	7127	1377
838	7132	1368
839	7137	1359
840	7144	1350
841	7149	1341
842	7158	1333
843	7170	1325
844	7177	1316
845	7181	1307
846	7186	1298
847	7196	1290
848	7201	1280
849	7208	1272
850	7213	1262
851	7218	1253
852	7224	1245
853	7235	1236
854	7245	1228
855	7251	1219
856	7257	1211
857	7262	1201
858	7267	1192
859	7274	1184
860	7278	1175
861	7283	1166
862	7290	1157
863	7303	1149
864	7309	1140
865	7313	1131
866	7319	1122
867	7327	1114
868	7332	1105
869	7339	1096
870	7344	1087
871	7349	1078
872	7356	1070
873	7367	1062
874	7376	1053
875	7381	1044
876	7388	1036
877	7393	1027
878	7397	1018
879	7406	1010
880	7413	1001
881	7420	992
882	7435	985
883	7442	976
884	7454	968
885	7460	959
886	7467	951
887	7473	942
888	7478	933
889	7484	925
890	7491	916
891	7501	908
892	7506	899
893	7517	891
894	7524	882
895	7531	874
896	7538	865
897	7545	857
898	7565	849
899	7569	841
900	7574	832
901	7584	824
902	7589	815
903	7596	806
904	7601	797
905	7606	789
906	7613	780
907	7624	772
908	7636	764
909	7642	755
910	7648	747
911	7653	738
912	7659	729
913	7665	721
914	7669	712
915	7676	703
916	7688	695
917	7694	687
918	7699	678
919	7705	670
920	7715	661
921	7719	653
922	7726	644
923	7732	635
924	7736	627
925	7743	618
926	7754	610
927	7761	602
928	7765	593
929	7770	584
930	7780	576
931	7785	568
932	7792	559
933	7797	551
934	7802	542
935	7809	533
936	7819	525
937	7827	517
938	7832	508
939	7843	500
940	7848	492
941	7854	483
942	7860	475
943	7865	466
944	7872	458
945	7884	450
946	7891	441
947	7896	433
948	7901	424
949	7912	416
950	7917	407
951	7924	399
952	7930	391
953	7936	382
954	7948	374
955	7955	366
956	7961	357
957	7972	349
958	7978	341
959	7982	332
960	7990	324
961	7995	315
962	8000	307
963	8012	299
964	8019	290
965	8024	282
966	8030	274
967	8040	265
968	8044	257
969	8051	249
970	8056	240
971	8061	232
972	8067	223
973	8078	215
974	8086	207
975	8090	198
976	8095	190
977	8107	182
978	8111	174
979	8119	165
980	8123	157
981	8128	149
982	8136	140
983	8145	132
984	8156	124
985	8161	115
986	8167	107
987	8172	99
988	8177	90
989	8183	82
990	8188	74
991	8193	66
992	8199	57
993	8205	49
994	8220	41
995	8226	33
996	8234	24
997	8254	16
998	8259	8
999	8270	0
